Mod:Item:MetaData, Localized Name
rebornmod:mr_dna_keychain, Mr DNA Keychain
rebornmod:fossil_block_5:0, Sinoceratops Fossil
rebornmod:fossil_block_5:1, Arsinoitherium Fossil
rebornmod:fossil_block_5:2, Deinotherium Fossil
rebornmod:fossil_block_5:3, Elasmotherium Fossil
rebornmod:fossil_block_5:4, Megatherium Fossil
rebornmod:fossil_block_5:5, Smilodon Fossil
rebornmod:fossil_block_5:7, Titanis Fossil
rebornmod:fossil_block_5:9, Diplodocus Fossil
rebornmod:fossil_block_5:11, Camarasaurus Fossil
rebornmod:ginkgo_door_item, Ginkgo Door
rebornmod:phoenix_door_item, Phoenix Door
rebornmod:embryonic_machine, Embryonic Machine
rebornmod:pelvic_fin_bones:22, Alligator Gar Pelvic Fin Bones
rebornmod:pelvic_fin_bones:2, Coelacanth Pelvic Fin Bones
rebornmod:pelvic_fin_bones:77, Mawsonia Pelvic Fin Bones
rebornmod:remington, Remington-870
rebornmod:dino_spawn_egg:6, Spawn Achillobator
rebornmod:dino_spawn_egg:22, Spawn Alligator Gar
rebornmod:dino_spawn_egg:73, Spawn Allosaurus
rebornmod:dino_spawn_egg:59, Spawn Alvarezsaurus
rebornmod:dino_spawn_egg:69, Spawn Perisphinctes
rebornmod:dino_spawn_egg:90, Spawn Ankylodocus
rebornmod:dino_spawn_egg:7, Spawn Ankylosaurus
rebornmod:dino_spawn_egg:29, Spawn Apatosaurus
rebornmod:dino_spawn_egg:81, Spawn Arsinoitherium
rebornmod:dino_spawn_egg:44, Spawn Baryonyx
rebornmod:dino_spawn_egg:60, Spawn Beelzebufo
rebornmod:dino_spawn_egg:38, Spawn Blue
rebornmod:dino_spawn_egg:4, Spawn Brachiosaurus
rebornmod:dino_spawn_egg:91, Spawn Camarasaurus
rebornmod:dino_spawn_egg:63, Spawn Carcharodontosaurus
rebornmod:dino_spawn_egg:11, Spawn Carnotaurus
rebornmod:dino_spawn_egg:45, Spawn Cearadactylus
rebornmod:dino_spawn_egg:61, Spawn Ceratosaurus
rebornmod:dino_spawn_egg:39, Spawn Charlie
rebornmod:dino_spawn_egg:47, Spawn Chasmosaurus
rebornmod:dino_spawn_egg:64, Spawn Chilesaurus
rebornmod:dino_spawn_egg:2, Spawn Coelacanth
rebornmod:dino_spawn_egg:76, Spawn Coelurus
rebornmod:dino_spawn_egg:9, Spawn Compsognathus
rebornmod:dino_spawn_egg:48, Spawn Corythosaurus
rebornmod:dino_spawn_egg:65, Spawn Crassigyrinus
rebornmod:dino_spawn_egg:82, Spawn Deinotherium
rebornmod:dino_spawn_egg:40, Spawn Delta
rebornmod:dino_spawn_egg:8, Spawn Dilophosaurus
rebornmod:dino_spawn_egg:31, Spawn Dimorphodon
rebornmod:dino_spawn_egg:66, Spawn Diplocaulus
rebornmod:dino_spawn_egg:89, Spawn Diplodocus
rebornmod:dino_spawn_egg:26, Spawn Dodo
rebornmod:dino_spawn_egg:79, Spawn Dreadnoughtus
rebornmod:dino_spawn_egg:12, Spawn Dunkleosteus
rebornmod:dino_spawn_egg:41, Spawn Echo
rebornmod:dino_spawn_egg:49, Spawn Edmontosaurus
rebornmod:dino_spawn_egg:83, Spawn Elasmotherium
rebornmod:dino_spawn_egg:10, Spawn Gallimimus
rebornmod:dino_spawn_egg:13, Spawn Giganotosaurus
rebornmod:dino_spawn_egg:67, Spawn Guanlong
rebornmod:dino_spawn_egg:37, Spawn Herrerasaurus
rebornmod:dino_spawn_egg:68, Spawn Hyaenodon
rebornmod:dino_spawn_egg:25, Spawn Hypsilophodon
rebornmod:dino_spawn_egg:15, Spawn Indominus
rebornmod:dino_spawn_egg:78, Spawn Indoraptor
rebornmod:dino_spawn_egg:50, Spawn Lambeosaurus
rebornmod:dino_spawn_egg:36, Spawn Leaellynasaura
rebornmod:dino_spawn_egg:27, Spawn Leptictidium
rebornmod:dino_spawn_egg:33, Spawn Ludodactylus
rebornmod:dino_spawn_egg:16, Spawn Majungasaurus
rebornmod:dino_spawn_egg:46, Spawn Mamenchisaurus
rebornmod:dino_spawn_egg:74, Spawn Mammoth
rebornmod:dino_spawn_egg:77, Spawn Mawsonia
rebornmod:dino_spawn_egg:43, Spawn Megapiranha
rebornmod:dino_spawn_egg:84, Spawn Megatherium
rebornmod:dino_spawn_egg:51, Spawn Metriacanthosaurus
rebornmod:dino_spawn_egg:28, Spawn Microceratus
rebornmod:dino_spawn_egg:3, Spawn Microraptor
rebornmod:dino_spawn_egg:52, Spawn Moganopterus
rebornmod:dino_spawn_egg:58, Spawn Mosasaurus
rebornmod:dino_spawn_egg:5, Spawn Mussaurus
rebornmod:dino_spawn_egg:53, Spawn Ornithomimus
rebornmod:dino_spawn_egg:30, Spawn Othnielia
rebornmod:dino_spawn_egg:57, Spawn Oviraptor
rebornmod:dino_spawn_egg:56, Spawn Pachycephalosaurus
rebornmod:dino_spawn_egg:14, Spawn Parasaurolophus
rebornmod:dino_spawn_egg:70, Spawn Postosuchus
rebornmod:dino_spawn_egg:62, Spawn Proceratosaurus
rebornmod:dino_spawn_egg:34, Spawn Protoceratops
rebornmod:dino_spawn_egg:17, Spawn Pteranodon
rebornmod:dino_spawn_egg:75, Spawn Quetzalcoatlus
rebornmod:dino_spawn_egg:86, Spawn Raphus Rex
rebornmod:dino_spawn_egg:18, Spawn Rugops
rebornmod:dino_spawn_egg:19, Spawn Segisaurus
rebornmod:dino_spawn_egg:80, Spawn Sinoceratops
rebornmod:dino_spawn_egg:85, Spawn Smilodon
rebornmod:dino_spawn_egg:88, Spawn Spinoraptor
rebornmod:dino_spawn_egg:24, Spawn Spinosaurus
rebornmod:dino_spawn_egg:23, Spawn Stegosaurus
rebornmod:dino_spawn_egg:71, Spawn Styracosaurus
rebornmod:dino_spawn_egg:72, Spawn Suchomimus
rebornmod:dino_spawn_egg:42, Spawn Therizinosaurus
rebornmod:dino_spawn_egg:87, Spawn Titanis
rebornmod:dino_spawn_egg:20, Spawn Triceratops
rebornmod:dino_spawn_egg:55, Spawn Troodon
rebornmod:dino_spawn_egg:35, Spawn Tropeognathus
rebornmod:dino_spawn_egg:32, Spawn Tylosaurus
rebornmod:dino_spawn_egg:21, Spawn Tyrannosaurus
rebornmod:dino_spawn_egg:0, Spawn Velociraptor
rebornmod:dino_spawn_egg:54, Spawn Zhenyuanopterus
rebornmod:empty_test_tube, Empty Test Tube
rebornmod:phoenix_seeds, Phoenix Seeds
rebornmod:mealworm_beetles, Mealworm Beetles
rebornmod:dart_tipped_potion, Potion Dart
rebornmod:foot_bone:65, Crassigyrinus Foot Bone
rebornmod:foot_bone:66, Diplocaulus Foot Bone
rebornmod:disc_reader, Disc Drive
rebornmod:cleaning_station, Cleaning Station
rebornmod:tusks:74, Mammoth Tusks
rebornmod:spine:22, Alligator Gar Spine
rebornmod:spine:2, Coelacanth Spine
rebornmod:spine:12, Dunkleosteus Spine
rebornmod:spine:77, Mawsonia Spine
rebornmod:spine:43, Megapiranha Spine
rebornmod:spine:58, Mosasaurus Spine
rebornmod:spine:32, Tylosaurus Spine
rebornmod:vehicle_item:0, Ford Explorer
rebornmod:vehicle_item:1, Jeep Wrangler
rebornmod:vehicle_item:2, Helicopter
rebornmod:vehicle_item:3, Snow Ford Explorer
rebornmod:phoenix_log, Phoenix Log
rebornmod:phoenix_stairs, Phoenix Stairs
rebornmod:phoenix_double_slab:0, Phoenix Slab
rebornmod:skull:6, Achillobator Skull
rebornmod:skull:22, Alligator Gar Skull
rebornmod:skull:73, Allosaurus Skull
rebornmod:skull:59, Alvarezsaurus Skull
rebornmod:skull:7, Ankylosaurus Skull
rebornmod:skull:29, Apatosaurus Skull
rebornmod:skull:81, Arsinoitherium Skull
rebornmod:skull:44, Baryonyx Skull
rebornmod:skull:60, Beelzebufo Skull
rebornmod:skull:4, Brachiosaurus Skull
rebornmod:skull:91, Camarasaurus Skull
rebornmod:skull:63, Carcharodontosaurus Skull
rebornmod:skull:11, Carnotaurus Skull
rebornmod:skull:45, Cearadactylus Skull
rebornmod:skull:61, Ceratosaurus Skull
rebornmod:skull:47, Chasmosaurus Skull
rebornmod:skull:64, Chilesaurus Skull
rebornmod:skull:2, Coelacanth Skull
rebornmod:skull:76, Coelurus Skull
rebornmod:skull:9, Compsognathus Skull
rebornmod:skull:48, Corythosaurus Skull
rebornmod:skull:65, Crassigyrinus Skull
rebornmod:skull:82, Deinotherium Skull
rebornmod:skull:8, Dilophosaurus Skull
rebornmod:skull:31, Dimorphodon Skull
rebornmod:skull:66, Diplocaulus Skull
rebornmod:skull:89, Diplodocus Skull
rebornmod:skull:26, Dodo Skull
rebornmod:skull:79, Dreadnoughtus Skull
rebornmod:skull:12, Dunkleosteus Skull
rebornmod:skull:49, Edmontosaurus Skull
rebornmod:skull:83, Elasmotherium Skull
rebornmod:skull:10, Gallimimus Skull
rebornmod:skull:13, Giganotosaurus Skull
rebornmod:skull:67, Guanlong Skull
rebornmod:skull:37, Herrerasaurus Skull
rebornmod:skull:68, Hyaenodon Skull
rebornmod:skull:25, Hypsilophodon Skull
rebornmod:skull:50, Lambeosaurus Skull
rebornmod:skull:36, Leaellynasaura Skull
rebornmod:skull:27, Leptictidium Skull
rebornmod:skull:33, Ludodactylus Skull
rebornmod:skull:16, Majungasaurus Skull
rebornmod:skull:46, Mamenchisaurus Skull
rebornmod:skull:74, Mammoth Skull
rebornmod:skull:77, Mawsonia Skull
rebornmod:skull:43, Megapiranha Skull
rebornmod:skull:84, Megatherium Skull
rebornmod:skull:51, Metriacanthosaurus Skull
rebornmod:skull:28, Microceratus Skull
rebornmod:skull:3, Microraptor Skull
rebornmod:skull:52, Moganopterus Skull
rebornmod:skull:58, Mosasaurus Skull
rebornmod:skull:5, Mussaurus Skull
rebornmod:skull:53, Ornithomimus Skull
rebornmod:skull:30, Othnielia Skull
rebornmod:skull:57, Oviraptor Skull
rebornmod:skull:56, Pachycephalosaurus Skull
rebornmod:skull:14, Parasaurolophus Skull
rebornmod:skull:70, Postosuchus Skull
rebornmod:skull:62, Proceratosaurus Skull
rebornmod:skull:34, Protoceratops Skull
rebornmod:skull:17, Pteranodon Skull
rebornmod:skull:75, Quetzalcoatlus Skull
rebornmod:skull:18, Rugops Skull
rebornmod:skull:19, Segisaurus Skull
rebornmod:skull:80, Sinoceratops Skull
rebornmod:skull:85, Smilodon Skull
rebornmod:skull:24, Spinosaurus Skull
rebornmod:skull:23, Stegosaurus Skull
rebornmod:skull:71, Styracosaurus Skull
rebornmod:skull:72, Suchomimus Skull
rebornmod:skull:42, Therizinosaurus Skull
rebornmod:skull:87, Titanis Skull
rebornmod:skull:20, Triceratops Skull
rebornmod:skull:55, Troodon Skull
rebornmod:skull:35, Tropeognathus Skull
rebornmod:skull:32, Tylosaurus Skull
rebornmod:skull:21, Tyrannosaurus Skull
rebornmod:skull:0, Velociraptor Skull
rebornmod:skull:54, Zhenyuanopterus Skull
rebornmod:amber_ore, Amber Ore
rebornmod:peat, Peat
rebornmod:plant_callus:0, Ajuginucula Smithii Plant Callus
rebornmod:plant_callus:25, Araucaria Plant Callus
rebornmod:plant_callus:34, Aulopora Plant Callus
rebornmod:plant_callus:6, Cycadeoidea Plant Callus
rebornmod:plant_callus:27, Bristle Fern Plant Callus
rebornmod:plant_callus:2, Calamites Plant Callus
rebornmod:plant_callus:26, Cinnamon Fern Plant Callus
rebornmod:plant_callus:35, Cladochonus Plant Callus
rebornmod:plant_callus:7, Cry Pansy Plant Callus
rebornmod:plant_callus:9, Zamites Plant Callus
rebornmod:plant_callus:10, Dicksonia Plant Callus
rebornmod:plant_callus:12, Dicroidium Zuberi Plant Callus
rebornmod:plant_callus:13, Dictyophyllum Plant Callus
rebornmod:plant_callus:33, Enallhelia Plant Callus
rebornmod:plant_callus:21, Encephalartos Plant Callus
rebornmod:plant_callus:5, Ginkgo Plant Callus
rebornmod:plant_callus:32, Graminidites Bambusoides Plant Callus
rebornmod:plant_callus:38, Hippurites Radiosus Plant Callus
rebornmod:plant_callus:16, Ladinia Simplex Plant Callus
rebornmod:plant_callus:30, Largestipule Leather-root Plant Callus
rebornmod:plant_callus:19, Liriodendrites Plant Callus
rebornmod:plant_callus:36, Lithostrotion Plant Callus
rebornmod:plant_callus:17, Orontium Mackii Plant Callus
rebornmod:plant_callus:23, Phoenix Plant Callus
rebornmod:plant_callus:22, Psaronius Plant Callus
rebornmod:plant_callus:20, Raphaelia Plant Callus
rebornmod:plant_callus:31, Rhacophyton Plant Callus
rebornmod:plant_callus:40, Rhamnus Salifocifus Plant Callus
rebornmod:plant_callus:8, Scaly Tree Fern Plant Callus
rebornmod:plant_callus:15, Serenna Veriformans Plant Callus
rebornmod:plant_callus:3, Chain Fern Plant Callus
rebornmod:plant_callus:4, Cycad Plant Callus
rebornmod:plant_callus:1, Royal Fern Plant Callus
rebornmod:plant_callus:37, Stylophyllopsis Plant Callus
rebornmod:plant_callus:28, Tempskya Plant Callus
rebornmod:plant_callus:18, Umaltolepis Plant Callus
rebornmod:plant_callus:11, Wild Onion Plant Callus
rebornmod:plant_callus:24, Wild Potato Plant Callus
rebornmod:plant_callus:29, Woolly-stalked Begonia Plant Callus
rebornmod:low_security_fence_pole, Low Security Fence Pole
rebornmod:tail_club:7, Ankylosaurus Tail Club
rebornmod:dna_base_material, DNA Nucleotides
rebornmod:plant_fossil, Plant Fossil
rebornmod:cooked_shark_meat,  Cooked Shark Meat
rebornmod:neck:8, Dilophosaurus Neck
rebornmod:neck:31, Dimorphodon Neck
rebornmod:neck:23, Stegosaurus Neck
rebornmod:petri_dish, Petri Dish
rebornmod:encased_fossil_3:0, Encased Corythosaurus Fossil
rebornmod:encased_fossil_3:1, Encased Edmontosaurus Fossil
rebornmod:encased_fossil_3:2, Encased Lambeosaurus Fossil
rebornmod:encased_fossil_3:3, Encased Metriacanthosaurus Fossil
rebornmod:encased_fossil_3:4, Encased Moganopterus Fossil
rebornmod:encased_fossil_3:5, Encased Ornithomimus Fossil
rebornmod:encased_fossil_3:6, Encased Zhenyuanopterus Fossil
rebornmod:encased_fossil_3:7, Encased Troodon Fossil
rebornmod:encased_fossil_3:8, Encased Pachycephalosaurus Fossil
rebornmod:encased_fossil_3:9, Encased Oviraptor Fossil
rebornmod:encased_fossil_3:10, Encased Mosasaurus Fossil
rebornmod:encased_fossil_3:11, Encased Alvarezsaurus Fossil
rebornmod:encased_fossil_3:12, Encased Beelzebufo Fossil
rebornmod:encased_fossil_3:13, Encased Ceratosaurus Fossil
rebornmod:encased_fossil_3:14, Encased Proceratosaurus Fossil
rebornmod:encased_fossil_3:15, Encased Carcharodontosaurus Fossil
rebornmod:fossil_block_4:0, Chilesaurus Fossil
rebornmod:fossil_block_4:1, Crassigyrinus Fossil
rebornmod:fossil_block_4:2, Diplocaulus Fossil
rebornmod:fossil_block_4:3, Guanlong Fossil
rebornmod:fossil_block_4:4, Hyaenodon Fossil
rebornmod:fossil_block_4:5, Perisphinctes Fossil
rebornmod:fossil_block_4:6, Postosuchus Fossil
rebornmod:fossil_block_4:7, Styracosaurus Fossil
rebornmod:fossil_block_4:8, Suchomimus Fossil
rebornmod:fossil_block_4:9, Allosaurus Fossil
rebornmod:fossil_block_4:10, Mammoth Fossil
rebornmod:fossil_block_4:11, Quetzalcoatlus Fossil
rebornmod:fossil_block_4:12, Coelurus Fossil
rebornmod:fossil_block_4:13, Mawsonia Fossil
rebornmod:fossil_block_4:15, Dreadnoughtus Fossil
rebornmod:moss, Moss
rebornmod:calamites_stairs, Calamites Stairs
rebornmod:teeth_fresh:22, Fresh Alligator Gar Teeth
rebornmod:teeth_fresh:81, Fresh Arsinoitherium Teeth
rebornmod:teeth_fresh:60, Fresh Beelzebufo Teeth
rebornmod:teeth_fresh:45, Fresh Cearadactylus Teeth
rebornmod:teeth_fresh:2, Fresh Coelacanth Teeth
rebornmod:teeth_fresh:9, Fresh Compsognathus Teeth
rebornmod:teeth_fresh:65, Fresh Crassigyrinus Teeth
rebornmod:teeth_fresh:31, Fresh Dimorphodon Teeth
rebornmod:teeth_fresh:66, Fresh Diplocaulus Teeth
rebornmod:teeth_fresh:83, Fresh Elasmotherium Teeth
rebornmod:teeth_fresh:27, Fresh Leptictidium Teeth
rebornmod:teeth_fresh:33, Fresh Ludodactylus Teeth
rebornmod:teeth_fresh:77, Fresh Mawsonia Teeth
rebornmod:teeth_fresh:43, Fresh Megapiranha Teeth
rebornmod:teeth_fresh:84, Fresh Megatherium Teeth
rebornmod:teeth_fresh:28, Fresh Microceratus Teeth
rebornmod:teeth_fresh:52, Fresh Moganopterus Teeth
rebornmod:teeth_fresh:5, Fresh Mussaurus Teeth
rebornmod:teeth_fresh:30, Fresh Othnielia Teeth
rebornmod:teeth_fresh:56, Fresh Pachycephalosaurus Teeth
rebornmod:teeth_fresh:34, Fresh Protoceratops Teeth
rebornmod:teeth_fresh:19, Fresh Segisaurus Teeth
rebornmod:teeth_fresh:42, Fresh Therizinosaurus Teeth
rebornmod:teeth_fresh:35, Fresh Tropeognathus Teeth
rebornmod:teeth_fresh:54, Fresh Zhenyuanopterus Teeth
rebornmod:psaronius_log_petrified, Petrified Psaronius Log
rebornmod:phoenix_leaves, Phoenix Leaves
rebornmod:empty_syringe, Empty Syringe
rebornmod:spine_fresh:22, Fresh Alligator Gar Spine
rebornmod:spine_fresh:2, Fresh Coelacanth Spine
rebornmod:spine_fresh:12, Fresh Dunkleosteus Spine
rebornmod:spine_fresh:77, Fresh Mawsonia Spine
rebornmod:spine_fresh:43, Fresh Megapiranha Spine
rebornmod:spine_fresh:58, Fresh Mosasaurus Spine
rebornmod:spine_fresh:32, Fresh Tylosaurus Spine
rebornmod:armor_plating_fresh:90, Fresh Ankylodocus Armor Plating
rebornmod:armor_plating_fresh:7, Fresh Ankylosaurus Armor Plating
rebornmod:ginkgo_fence_gate, Ginkgo Fence Gate
rebornmod:feeder, Feeder
rebornmod:shoulder_blade_fresh:31, Fresh Dimorphodon Shoulder Blade
rebornmod:keyboard, Keyboard
rebornmod:bullet, Bullet
rebornmod:embryo_calcification_machine, Embryo Calcification Machine
rebornmod:ribcage_fresh:6, Fresh Achillobator Ribcage
rebornmod:ribcage_fresh:73, Fresh Allosaurus Ribcage
rebornmod:ribcage_fresh:59, Fresh Alvarezsaurus Ribcage
rebornmod:ribcage_fresh:90, Fresh Ankylodocus Ribcage
rebornmod:ribcage_fresh:7, Fresh Ankylosaurus Ribcage
rebornmod:ribcage_fresh:29, Fresh Apatosaurus Ribcage
rebornmod:ribcage_fresh:81, Fresh Arsinoitherium Ribcage
rebornmod:ribcage_fresh:44, Fresh Baryonyx Ribcage
rebornmod:ribcage_fresh:60, Fresh Beelzebufo Ribcage
rebornmod:ribcage_fresh:38, Fresh Blue Ribcage
rebornmod:ribcage_fresh:4, Fresh Brachiosaurus Ribcage
rebornmod:ribcage_fresh:91, Fresh Camarasaurus Ribcage
rebornmod:ribcage_fresh:63, Fresh Carcharodontosaurus Ribcage
rebornmod:ribcage_fresh:11, Fresh Carnotaurus Ribcage
rebornmod:ribcage_fresh:45, Fresh Cearadactylus Ribcage
rebornmod:ribcage_fresh:61, Fresh Ceratosaurus Ribcage
rebornmod:ribcage_fresh:39, Fresh Charlie Ribcage
rebornmod:ribcage_fresh:47, Fresh Chasmosaurus Ribcage
rebornmod:ribcage_fresh:64, Fresh Chilesaurus Ribcage
rebornmod:ribcage_fresh:76, Fresh Coelurus Ribcage
rebornmod:ribcage_fresh:9, Fresh Compsognathus Ribcage
rebornmod:ribcage_fresh:48, Fresh Corythosaurus Ribcage
rebornmod:ribcage_fresh:65, Fresh Crassigyrinus Ribcage
rebornmod:ribcage_fresh:82, Fresh Deinotherium Ribcage
rebornmod:ribcage_fresh:40, Fresh Delta Ribcage
rebornmod:ribcage_fresh:8, Fresh Dilophosaurus Ribcage
rebornmod:ribcage_fresh:66, Fresh Diplocaulus Ribcage
rebornmod:ribcage_fresh:89, Fresh Diplodocus Ribcage
rebornmod:ribcage_fresh:26, Fresh Dodo Ribcage
rebornmod:ribcage_fresh:79, Fresh Dreadnoughtus Ribcage
rebornmod:ribcage_fresh:41, Fresh Echo Ribcage
rebornmod:ribcage_fresh:49, Fresh Edmontosaurus Ribcage
rebornmod:ribcage_fresh:83, Fresh Elasmotherium Ribcage
rebornmod:ribcage_fresh:10, Fresh Gallimimus Ribcage
rebornmod:ribcage_fresh:13, Fresh Giganotosaurus Ribcage
rebornmod:ribcage_fresh:67, Fresh Guanlong Ribcage
rebornmod:ribcage_fresh:37, Fresh Herrerasaurus Ribcage
rebornmod:ribcage_fresh:68, Fresh Hyaenodon Ribcage
rebornmod:ribcage_fresh:25, Fresh Hypsilophodon Ribcage
rebornmod:ribcage_fresh:15, Fresh Indominus Ribcage
rebornmod:ribcage_fresh:78, Fresh Indoraptor Ribcage
rebornmod:ribcage_fresh:50, Fresh Lambeosaurus Ribcage
rebornmod:ribcage_fresh:36, Fresh Leaellynasaura Ribcage
rebornmod:ribcage_fresh:27, Fresh Leptictidium Ribcage
rebornmod:ribcage_fresh:33, Fresh Ludodactylus Ribcage
rebornmod:ribcage_fresh:16, Fresh Majungasaurus Ribcage
rebornmod:ribcage_fresh:46, Fresh Mamenchisaurus Ribcage
rebornmod:ribcage_fresh:74, Fresh Mammoth Ribcage
rebornmod:ribcage_fresh:84, Fresh Megatherium Ribcage
rebornmod:ribcage_fresh:51, Fresh Metriacanthosaurus Ribcage
rebornmod:ribcage_fresh:28, Fresh Microceratus Ribcage
rebornmod:ribcage_fresh:3, Fresh Microraptor Ribcage
rebornmod:ribcage_fresh:52, Fresh Moganopterus Ribcage
rebornmod:ribcage_fresh:58, Fresh Mosasaurus Ribcage
rebornmod:ribcage_fresh:5, Fresh Mussaurus Ribcage
rebornmod:ribcage_fresh:53, Fresh Ornithomimus Ribcage
rebornmod:ribcage_fresh:30, Fresh Othnielia Ribcage
rebornmod:ribcage_fresh:57, Fresh Oviraptor Ribcage
rebornmod:ribcage_fresh:56, Fresh Pachycephalosaurus Ribcage
rebornmod:ribcage_fresh:14, Fresh Parasaurolophus Ribcage
rebornmod:ribcage_fresh:70, Fresh Postosuchus Ribcage
rebornmod:ribcage_fresh:62, Fresh Proceratosaurus Ribcage
rebornmod:ribcage_fresh:34, Fresh Protoceratops Ribcage
rebornmod:ribcage_fresh:17, Fresh Pteranodon Ribcage
rebornmod:ribcage_fresh:75, Fresh Quetzalcoatlus Ribcage
rebornmod:ribcage_fresh:86, Fresh Raphus Rex Ribcage
rebornmod:ribcage_fresh:18, Fresh Rugops Ribcage
rebornmod:ribcage_fresh:19, Fresh Segisaurus Ribcage
rebornmod:ribcage_fresh:80, Fresh Sinoceratops Ribcage
rebornmod:ribcage_fresh:85, Fresh Smilodon Ribcage
rebornmod:ribcage_fresh:88, Fresh Spinoraptor Ribcage
rebornmod:ribcage_fresh:24, Fresh Spinosaurus Ribcage
rebornmod:ribcage_fresh:23, Fresh Stegosaurus Ribcage
rebornmod:ribcage_fresh:71, Fresh Styracosaurus Ribcage
rebornmod:ribcage_fresh:72, Fresh Suchomimus Ribcage
rebornmod:ribcage_fresh:42, Fresh Therizinosaurus Ribcage
rebornmod:ribcage_fresh:87, Fresh Titanis Ribcage
rebornmod:ribcage_fresh:20, Fresh Triceratops Ribcage
rebornmod:ribcage_fresh:55, Fresh Troodon Ribcage
rebornmod:ribcage_fresh:35, Fresh Tropeognathus Ribcage
rebornmod:ribcage_fresh:32, Fresh Tylosaurus Ribcage
rebornmod:ribcage_fresh:21, Fresh Tyrannosaurus Ribcage
rebornmod:ribcage_fresh:0, Fresh Velociraptor Ribcage
rebornmod:ribcage_fresh:54, Fresh Zhenyuanopterus Ribcage
rebornmod:claw:6, Achillobator Claw
rebornmod:claw:73, Allosaurus Claw
rebornmod:claw:59, Alvarezsaurus Claw
rebornmod:claw:44, Baryonyx Claw
rebornmod:claw:63, Carcharodontosaurus Claw
rebornmod:claw:11, Carnotaurus Claw
rebornmod:claw:61, Ceratosaurus Claw
rebornmod:claw:76, Coelurus Claw
rebornmod:claw:13, Giganotosaurus Claw
rebornmod:claw:67, Guanlong Claw
rebornmod:claw:37, Herrerasaurus Claw
rebornmod:claw:16, Majungasaurus Claw
rebornmod:claw:18, Rugops Claw
rebornmod:claw:19, Segisaurus Claw
rebornmod:claw:24, Spinosaurus Claw
rebornmod:claw:72, Suchomimus Claw
rebornmod:claw:42, Therizinosaurus Claw
rebornmod:claw:0, Velociraptor Claw
rebornmod:neck_fresh:8, Fresh Dilophosaurus Neck
rebornmod:neck_fresh:31, Fresh Dimorphodon Neck
rebornmod:neck_fresh:23, Fresh Stegosaurus Neck
